year,university_id,name_en,SUM(enrolled),sum(students),sum(graduates),sum(entrants),sum(morning),sum(afternoon),sum(night),sum(full_time)
2010,00918,"Computer Sciences",184,273,27,105,273,0,273,0
2010,00918,"Systems analysis and development (technologist)",184,273,27,105,273,0,273,0
2010,00923,"Computer Sciences",75,117,30,25,0,0,117,0
2010,00926,"Computer science",116,266,4,71,0,0,266,0
2010,00926,"Computer Sciences",265,432,26,136,0,0,432,0
2010,00950,"Computer Sciences",13,17,13,0,0,0,17,0
2010,00950,"Systems analysis and development (technologist)",13,17,13,0,0,0,17,0
2010,00952,"Computer engineering",174,219,15,2,219,0,0,0
2010,00952,"Computer science",444,528,40,16,528,0,528,0
2010,00952,"Computer Sciences",444,528,40,16,528,0,528,0
2010,00967,"Computer Sciences",720,843,105,216,43,800,800,0
2010,00967,"Systems analysis and development (technologist)",678,800,105,173,0,800,800,0
2010,00976,"Computer science",26,64,4,4,0,0,64,0
2010,00976,"Computer Sciences",26,64,4,4,0,0,64,0
2010,00983,"Computer Sciences",55,83,26,0,0,0,83,0
2010,00983,"Systems analysis and development (technologist)",55,83,26,0,0,0,83,0
2010,00986,"Computer Sciences",52,188,4,1,0,0,188,0
2010,00986,"Information systems",52,188,4,1,0,0,188,0
2010,01019,"Computer Sciences",12,14,12,0,0,0,14,0
2010,01019,"Information systems",12,14,12,0,0,0,14,0
2010,01027,"Computer science",52,80,0,26,0,0,0,80
2010,01027,"Computer Sciences",52,80,0,26,0,0,0,80
2010,01028,"Computer (IT) teacher education",87,88,0,88,50,0,0,38
2010,01028,"Computer science",153,198,20,43,0,0,0,198
2010,01028,"Computer Sciences",266,358,25,84,0,0,160,198
2010,01028,"Information systems",113,160,5,41,0,0,160,0
2010,01032,"Computer science",233,287,45,79,276,0,287,0
2010,01032,"Computer Sciences",442,536,82,147,276,0,536,0
2010,01032,"Information systems",207,239,35,65,0,0,239,0
2010,01032,"Systems analysis",2,7,2,0,0,0,7,0
2010,01032,"Systems analysis and development (technologist)",0,3,0,3,0,0,3,0
2010,01036,"Computer Sciences",94,156,3,32,0,0,156,0
2010,01036,"Information systems",94,156,3,32,0,0,156,0
2010,01038,"Computer Sciences",118,197,18,56,197,0,197,0
2010,01038,"Systems analysis and development (technologist)",118,197,18,56,197,0,197,0
2010,01041,"Computer engineering",173,225,4,78,0,0,0,225
2010,01041,"Computer Sciences",105,142,2,42,0,0,0,142
2010,01041,"Information systems",105,142,2,42,0,0,0,142
2010,01042,"Computer engineering",168,270,19,57,270,0,270,0
2010,01042,"Computer Sciences",544,778,40,220,390,107,671,0
2010,01042,"Information systems",284,390,40,74,390,0,390,0
2010,01042,"Systems analysis and development (technologist)",180,281,0,111,0,0,281,0
2010,01043,"Computer engineering",31,50,0,27,0,0,0,50
2010,01043,"Computer Sciences",281,346,43,145,0,0,346,0
2010,01043,"Information systems",125,156,0,65,0,0,156,0
2010,01045,"Computer science",153,183,27,35,0,0,183,0
2010,01045,"Computer Sciences",153,183,27,35,0,0,183,0
2010,01046,"Computer Sciences",111,137,10,35,0,0,137,0
2010,01046,"Information systems",111,137,10,35,0,0,137,0
2010,01049,"Computer engineering",188,297,0,230,297,0,297,0
2010,01049,"Computer science",188,280,14,209,280,0,280,0
2010,01049,"Computer Sciences",353,549,26,402,549,0,549,0
2010,01049,"Information systems",165,269,12,193,269,0,269,0
2010,01053,"Computer Sciences",20,25,14,3,0,0,25,0
2010,01053,"Information systems",20,25,14,3,0,0,25,0
2010,01058,"Computer science",55,79,6,1,0,0,79,0
2010,01058,"Computer Sciences",751,1057,182,89,735,0,1057,0
2010,01058,"Information systems",543,735,142,47,735,0,735,0
2010,01059,"Computer science",288,436,19,65,0,0,436,0
2010,01059,"Computer Sciences",428,675,20,123,239,0,675,0
2010,01059,"Information systems",140,239,1,58,239,0,239,0
2010,01060,"Computer engineering",180,283,21,91,283,0,283,0
2010,01060,"Computer science",61,129,0,25,129,0,129,0
2010,01060,"Computer Sciences",65,133,0,29,133,0,133,0
2010,01066,"Computer science",73,121,14,47,0,0,121,0
2010,01066,"Computer Sciences",96,190,23,70,0,0,190,0
2010,01070,"Computer Sciences",100,129,16,27,0,0,129,0
2010,01070,"Information systems",100,129,16,27,0,0,129,0
2010,01075,"Computer Sciences",149,243,19,57,0,0,243,0
2010,01075,"Information systems",149,243,19,57,0,0,243,0
2010,01077,"Computer Sciences",500,659,61,67,659,0,659,0
2010,01077,"Information systems",500,659,61,67,659,0,659,0
2010,01078,"Computer Sciences",159,263,19,42,0,0,263,0
2010,01078,"Systems analysis and development (technologist)",159,263,19,42,0,0,263,0
2010,01082,"Computer (IT) teacher education",40,46,0,46,0,0,46,0
2010,01082,"Computer Sciences",333,469,41,145,235,469,234,0
2010,01082,"Systems analysis and development (technologist)",172,235,16,68,235,235,0,0
2010,01085,"Computer Sciences",39,53,13,0,0,0,53,0
2010,01085,"Information systems",39,53,13,0,0,0,53,0
2010,01092,"Computer Sciences",141,175,32,59,0,0,175,0
2010,01092,"Systems analysis and development (technologist)",141,175,32,59,0,0,175,0
2010,01093,"Computer Sciences",50,58,1,16,0,0,58,0
2010,01093,"Information systems",50,58,1,16,0,0,58,0
2010,01096,"Computer science",31,41,9,19,41,0,0,0
2010,01096,"Computer Sciences",31,41,9,19,41,0,0,0
2010,01100,"Computer science",196,304,3,114,304,0,304,0
2010,01100,"Computer Sciences",370,535,10,192,535,0,535,0
2010,01100,"Information systems",174,231,7,78,231,0,231,0
2010,01107,"Computer Sciences",1801,2792,207,604,2792,0,2792,0
2010,01107,"Information systems",383,572,32,85,572,0,572,0
2010,01107,"Systems analysis and development (technologist)",782,1202,91,299,1202,0,1202,0
2010,01113,"Computer Sciences",365,586,121,70,571,0,586,0
2010,01113,"Information systems",309,497,98,40,497,0,497,0
2010,01118,"Computer Sciences",67,95,8,1,0,0,95,0
2010,01118,"Information systems",67,95,8,1,0,0,95,0
2010,01120,"Computer Sciences",409,498,77,128,0,0,340,158
2010,01120,"Information systems",131,158,0,64,0,0,0,158
2010,01120,"Systems analysis and development (technologist)",278,340,77,64,0,0,340,0
2010,01126,"Computer science",119,135,13,39,0,0,0,135
2010,01126,"Computer Sciences",119,135,13,39,0,0,0,135
2010,01128,"Computer science",158,191,22,26,0,0,191,0
2010,01128,"Computer Sciences",158,191,22,26,0,0,191,0
2010,01129,"Computer engineering",112,178,6,107,0,0,178,0
2010,01129,"Computer science",43,71,0,46,0,0,71,0
2010,01129,"Computer Sciences",136,186,0,89,0,0,186,0
2010,01129,"Information systems",22,27,0,1,0,0,27,0
2010,01129,"Systems analysis and development (technologist)",71,88,0,42,0,0,88,0
2010,01141,"Computer Sciences",137,181,9,45,87,0,181,0
2010,01141,"Information systems",73,94,3,26,0,0,94,0
2010,01149,"Computer science",144,190,5,18,0,0,190,0
2010,01149,"Computer Sciences",403,553,21,51,0,0,553,0
2010,01149,"Systems analysis",88,108,10,11,0,0,108,0
2010,01149,"Systems analysis and development (technologist)",99,147,5,12,0,0,147,0
2010,01151,"Computer Sciences",325,650,71,152,650,0,650,0
2010,01153,"Computer science",104,163,0,23,163,0,163,0
2010,01153,"Computer Sciences",261,405,36,61,405,0,405,0
2010,01153,"Information systems",39,82,2,6,82,0,82,0
2010,01153,"Systems analysis and development (technologist)",118,160,34,32,160,0,160,0
2010,01160,"Computer Sciences",125,138,12,118,138,0,138,0
2010,01166,"Computer Sciences",643,915,75,192,394,388,0,133
2010,01166,"Systems analysis and development (technologist)",106,133,6,40,0,0,0,133
2010,01172,"Computer Sciences",49,49,48,0,0,0,49,0
2010,01181,"Computer Sciences",35,95,0,0,0,0,95,0
2010,01181,"Information systems",35,95,0,0,0,0,95,0
2010,01185,"Computer Sciences",681,1110,145,270,1110,0,1110,0
2010,01185,"Information systems",106,155,20,16,155,0,155,0
2010,01185,"Systems analysis and development (technologist)",193,367,35,104,367,0,367,0
2010,01187,"Computer Sciences",126,173,51,32,0,0,173,0
2010,01187,"Information systems",91,121,51,1,0,0,121,0
2010,01189,"Computer Sciences",134,173,23,48,0,0,173,0
2010,01189,"Information systems",134,173,23,48,0,0,173,0
2010,01196,"Computer Sciences",572,853,83,127,0,0,853,0
2010,01196,"Information systems",112,174,12,27,0,0,174,0
2010,01196,"Systems analysis and development (technologist)",153,248,26,52,0,0,248,0
2010,01208,"Computer Sciences",50,114,14,3,109,0,114,0
2010,01208,"Information systems",4,5,1,0,0,0,5,0
2010,01219,"Computer science",47,55,0,55,0,0,55,0
2010,01219,"Computer Sciences",47,55,0,55,0,0,55,0
2010,01224,"Computer Sciences",129,228,22,73,0,0,228,0
2010,01224,"Information systems",129,228,22,73,0,0,228,0
2010,01225,"Computer Sciences",102,137,18,3,0,0,137,0
2010,01225,"Systems analysis and development (technologist)",102,137,18,3,0,0,137,0
2010,01230,"Computer engineering",98,131,8,9,0,0,131,0
2010,01230,"Computer science",34,56,4,4,0,0,56,0
2010,01230,"Computer Sciences",34,56,4,4,0,0,56,0
2010,01232,"Computer science",13,28,3,5,28,0,28,0
2010,01232,"Computer Sciences",53,104,16,21,28,0,104,0
2010,01232,"Systems analysis and development (technologist)",40,76,13,16,0,0,76,0
2010,01233,"Computer science",178,285,31,94,285,0,285,0
2010,01233,"Computer Sciences",294,454,51,186,285,0,454,0
2010,01233,"Systems analysis and development (technologist)",116,169,20,92,0,0,169,0
2010,01237,"Computer Sciences",148,157,0,70,0,0,157,0
2010,01237,"Systems analysis and development (technologist)",148,157,0,70,0,0,157,0
2010,01243,"Computer Sciences",89,100,6,37,100,0,100,0
2010,01244,"Computer engineering",0,3,0,3,3,3,3,0
2010,01253,"Computer Sciences",255,271,64,48,0,0,271,0
2010,01253,"Information systems",255,271,64,48,0,0,271,0
2010,01255,"Computer science",194,261,4,51,261,0,261,0
2010,01255,"Computer Sciences",194,261,4,51,261,0,261,0
2010,01256,"Computer Sciences",44,75,0,42,0,0,75,0
2010,01258,"Computer science",120,248,16,41,248,0,248,0
2010,01258,"Computer Sciences",120,248,16,41,248,0,248,0
2010,01264,"Computer (IT) teacher education",6,8,1,0,0,0,8,0
2010,01264,"Computer Sciences",146,208,17,60,0,0,208,0
2010,01264,"Information systems",146,208,17,60,0,0,208,0
2010,01267,"Computer science",81,116,0,64,0,0,116,0
2010,01267,"Computer Sciences",81,116,0,64,0,0,116,0
2010,01270,"Computer (IT) teacher education",80,96,22,2,0,0,96,0
2010,01270,"Computer engineering",51,63,10,21,63,0,63,0
2010,01270,"Computer science",100,163,6,41,0,0,163,0
2010,01270,"Computer Sciences",100,163,6,41,0,0,163,0
2010,01273,"Computer science",140,174,6,33,0,0,174,0
2010,01273,"Computer Sciences",246,323,10,99,0,0,323,0
2010,01273,"Information systems",34,54,0,13,0,0,54,0
2010,01275,"Computer Sciences",98,153,38,24,0,0,153,0
2010,01275,"Information systems",98,153,38,24,0,0,153,0
2010,01280,"Computer Sciences",159,326,11,23,326,0,326,0
2010,01280,"Information systems",159,326,11,23,326,0,326,0
2010,01281,"Computer Sciences",69,80,0,30,0,0,80,0
2010,01281,"Information systems",69,80,0,30,0,0,80,0
2010,01283,"Computer Sciences",35,39,15,20,0,0,39,0
2010,01283,"Information systems",35,39,15,20,0,0,39,0
2010,01292,"Computer science",120,187,17,22,187,0,187,0
2010,01292,"Computer Sciences",194,316,27,72,316,0,316,0
2010,01292,"Systems analysis and development (technologist)",45,79,10,0,79,0,79,0
2010,01295,"Computer Sciences",40,40,19,7,0,0,40,0
2010,01298,"Computer Sciences",427,567,57,99,0,0,567,0
2010,01298,"Information systems",274,346,57,27,0,0,346,0
2010,01299,"Computer Sciences",198,241,49,18,241,0,241,0
2010,01299,"Information systems",198,241,49,18,241,0,241,0
2010,01303,"Computer Sciences",235,297,36,96,97,0,200,0
2010,01303,"Systems analysis and development (technologist)",75,97,18,30,97,0,0,0
2010,01305,"Computer Sciences",95,140,2,59,0,0,140,0
2010,01308,"Computer Sciences",69,115,33,34,115,0,115,0
2010,01309,"Computer Sciences",285,289,48,41,188,0,289,0
2010,01309,"Systems analysis and development (technologist)",99,101,12,10,0,0,101,0
2010,01310,"Computer science",82,111,11,51,0,0,111,0
2010,01310,"Computer Sciences",82,111,11,51,0,0,111,0
2010,01312,"Computer Sciences",58,65,0,7,0,0,65,0
2010,01312,"Information systems",58,65,0,7,0,0,65,0
2010,01313,"Computer Sciences",99,112,16,32,0,0,112,0
2010,01313,"Information systems",99,112,16,32,0,0,112,0
2010,01324,"Computer Sciences",195,261,46,25,0,0,261,0
2010,01324,"Information systems",195,261,46,25,0,0,261,0
2010,01325,"Computer Sciences",130,162,40,2,0,0,162,0
2010,01325,"Information systems",130,162,40,2,0,0,162,0
2010,01330,"Computer Sciences",362,463,71,153,390,0,463,0
2010,01330,"Information systems",293,390,71,85,390,0,390,0
2010,01334,"Computer Sciences",168,197,3,68,197,0,197,0
2010,01334,"Information systems",147,175,3,46,175,0,175,0
2010,01335,"Computer science",67,72,11,0,0,0,72,0
2010,01335,"Computer Sciences",67,72,11,0,0,0,72,0
2010,01337,"Computer Sciences",263,338,43,43,0,0,338,0
2010,01337,"Information systems",144,186,17,23,0,0,186,0
2010,01345,"Computer Sciences",364,408,83,156,408,0,408,0
2010,01345,"Systems analysis and development (technologist)",274,301,40,154,301,0,301,0
2010,01351,"Computer engineering",146,197,4,11,197,0,197,0
2010,01351,"Computer Sciences",243,332,6,40,0,0,332,0
2010,01351,"Information systems",205,278,6,32,0,0,278,0
2010,01355,"Computer Sciences",32,43,13,0,0,0,43,0
2010,01355,"Information systems",32,43,13,0,0,0,43,0
2010,01356,"Computer Sciences",163,188,87,84,0,0,188,0
2010,01356,"Systems analysis and development (technologist)",163,188,87,84,0,0,188,0
2010,01362,"Computer science",174,221,10,42,0,0,221,0
2010,01362,"Computer Sciences",174,221,10,42,0,0,221,0
2010,01364,"Computer Sciences",164,208,20,89,208,0,208,0
2010,01364,"Information systems",164,208,20,89,208,0,208,0
2010,01365,"Computer (IT) teacher education",1,2,0,0,0,0,2,0
2010,01365,"Computer science",181,261,13,48,261,0,261,0
2010,01365,"Computer Sciences",452,660,23,221,261,0,660,0
2010,01365,"Systems analysis and development (technologist)",154,241,10,89,0,0,241,0
2010,01366,"Computer Sciences",102,136,13,31,0,0,136,0
2010,01366,"Information systems",102,136,13,31,0,0,136,0
2010,01375,"Computer Sciences",132,160,38,38,0,0,160,0
2010,01375,"Information systems",132,160,38,38,0,0,160,0
2010,01385,"Computer science",25,25,2,15,25,0,0,0
2010,01385,"Computer Sciences",113,113,24,62,25,0,88,0
2010,01385,"Information systems",70,70,22,29,0,0,70,0
2010,01385,"Systems analysis and development (technologist)",18,18,0,18,0,0,18,0
2010,01388,"Computer science",160,483,0,166,483,0,483,0
2010,01388,"Computer Sciences",1370,2964,117,983,2589,0,2856,0
2010,01388,"Information systems",243,527,33,164,437,0,527,0
2010,01395,"Computer Sciences",30,34,12,0,0,0,34,0
2010,01395,"Information systems",30,34,12,0,0,0,34,0
2010,01396,"Computer Sciences",176,218,12,34,0,0,218,0
2010,01396,"Information systems",176,218,12,34,0,0,218,0
2010,01400,"Computer Sciences",146,240,10,117,240,0,240,0
2010,01400,"Information systems",146,231,10,115,231,0,231,0
2010,01403,"Computer Sciences",80,94,9,1,0,0,94,0
2010,01403,"Information systems",80,94,9,1,0,0,94,0
2010,01406,"Computer Sciences",9,22,3,9,0,0,22,0
2010,01406,"Information systems",9,22,3,9,0,0,22,0
2010,01409,"Computer Sciences",155,219,3,32,0,0,219,0
2010,01409,"Information systems",155,219,3,32,0,0,219,0
2010,01410,"Computer engineering",454,568,26,65,568,568,568,0
2010,01412,"Computer engineering",116,158,2,36,0,0,158,0
2010,01412,"Computer science",214,254,24,84,0,0,254,0
2010,01412,"Computer Sciences",463,552,86,166,0,0,552,0
2010,01412,"Systems analysis and development (technologist)",133,165,37,45,0,0,165,0
2010,01417,"Computer Sciences",75,96,21,16,0,0,96,0
2010,01417,"Information systems",75,96,21,16,0,0,96,0
2010,01418,"Computer Sciences",116,171,23,50,171,0,171,0
2010,01418,"Information systems",116,171,23,50,171,0,171,0
2010,01420,"Computer (IT) teacher education",82,82,0,32,0,0,82,0
2010,01422,"Computer (IT) teacher education",39,86,3,68,0,86,86,0
2010,01422,"Computer science",419,764,0,289,0,764,764,0
2010,01422,"Computer Sciences",913,1632,65,510,0,1632,1632,0
2010,01422,"Systems analysis and development (technologist)",176,342,21,64,0,342,342,0
2010,01423,"Computer Sciences",164,215,59,40,0,0,215,0
2010,01423,"Systems analysis and development (technologist)",117,149,40,26,0,0,149,0
2010,01426,"Computer science",1,3,1,0,0,0,3,0
2010,01426,"Computer Sciences",112,144,15,26,0,0,144,0
2010,01426,"Information systems",111,141,14,26,0,0,141,0
2010,01433,"Computer Sciences",95,128,23,80,0,0,128,0
2010,01433,"Information systems",77,101,23,53,0,0,101,0
2010,01434,"Computer science",40,50,0,50,0,0,50,0
2010,01434,"Computer Sciences",40,50,0,50,0,0,50,0
2010,01436,"Computer Sciences",131,155,9,84,0,155,155,0
2010,01436,"Information systems",131,155,9,84,0,155,155,0
2010,01437,"Computer Sciences",40,45,0,6,0,0,45,0
2010,01437,"Information systems",40,45,0,6,0,0,45,0
2010,01441,"Computer Sciences",183,219,42,46,0,0,219,0
2010,01441,"Information systems",183,219,42,46,0,0,219,0
2010,01445,"Computer Sciences",61,87,12,31,0,0,87,0
2010,01446,"Computer science",33,67,0,8,54,0,67,0
2010,01446,"Computer Sciences",211,341,12,198,54,0,341,0
2010,01446,"Information systems",93,129,1,107,0,0,129,0
2010,01446,"Systems analysis and development (technologist)",0,15,0,0,0,0,15,0
2010,01449,"Computer Sciences",85,106,10,24,0,0,106,0
2010,01449,"Information systems",85,106,10,24,0,0,106,0
2010,01450,"Computer Sciences",128,156,0,36,0,0,156,0
2010,01450,"Information systems",128,156,0,36,0,0,156,0
2010,01457,"Computer Sciences",105,168,3,28,0,0,168,0
2010,01457,"Information systems",105,168,3,28,0,0,168,0
2010,01459,"Computer Sciences",42,46,0,46,0,0,46,0
2010,01461,"Computer Sciences",48,59,3,51,59,0,59,0
2010,01461,"Information systems",48,59,3,51,59,0,59,0
2010,01462,"Computer science",100,162,6,53,0,0,162,0
2010,01462,"Computer Sciences",223,345,16,82,0,0,345,0
2010,01462,"Systems analysis and development (technologist)",123,183,10,29,0,0,183,0
2010,01464,"Computer Sciences",367,444,101,66,154,0,444,0
2010,01464,"Information systems",244,290,101,31,0,0,290,0
2010,01465,"Computer Sciences",98,102,14,54,0,0,102,0
2010,01465,"Information systems",98,102,14,54,0,0,102,0
2010,01472,"Computer Sciences",275,380,28,24,0,0,167,0
2010,01472,"Information systems",114,167,23,21,0,0,167,0
2010,01488,"Computer Sciences",219,224,28,35,0,0,224,0
2010,01488,"Information systems",219,224,28,35,0,0,224,0
2010,01490,"Computer science",143,163,2,36,0,0,163,0
2010,01490,"Computer Sciences",143,163,2,36,0,0,163,0
2010,01492,"Computer Sciences",496,763,78,136,235,0,763,0
2010,01492,"Information systems",307,528,35,76,0,0,528,0
2010,01493,"Computer engineering",43,74,0,23,74,0,0,0
2010,01493,"Computer Sciences",127,222,21,70,222,0,222,0
2010,01493,"Information systems",127,222,21,70,222,0,222,0
2010,01494,"Computer Sciences",257,346,45,117,0,0,346,0
2010,01494,"Information systems",123,181,16,58,0,0,181,0
2010,01494,"Systems analysis and development (technologist)",134,165,29,59,0,0,165,0
2010,01500,"Computer Sciences",92,117,10,9,0,0,117,0
2010,01500,"Information systems",92,117,10,9,0,0,117,0
2010,01507,"Computer Sciences",180,263,34,116,0,0,263,0
2010,01507,"Information systems",180,263,34,116,0,0,263,0
2010,01509,"Computer Sciences",368,514,58,151,514,0,514,0
2010,01510,"Computer Sciences",226,313,17,93,313,0,313,0
2010,01514,"Computer Sciences",62,62,0,20,62,0,62,0
2010,01518,"Computer Sciences",150,268,11,40,0,0,268,0
2010,01518,"Information systems",150,268,11,40,0,0,268,0
2010,01519,"Computer Sciences",40,60,0,60,0,0,60,0
2010,01521,"Computer Sciences",177,249,49,37,0,249,249,0
2010,01521,"Information systems",140,196,49,29,0,196,196,0
2010,01530,"Computer Sciences",45,76,16,3,76,0,76,0
2010,01530,"Information systems",45,76,16,3,76,0,76,0
2010,01538,"Computer Sciences",906,1298,87,408,1298,0,1298,0
2010,01538,"Information systems",666,938,62,246,938,0,938,0
2010,01540,"Computer Sciences",73,132,15,35,0,0,132,0
2010,01540,"Information systems",52,88,15,2,0,0,88,0
2010,01541,"Computer Sciences",314,501,75,173,257,0,501,0
2010,01541,"Systems analysis and development (technologist)",244,390,53,140,257,0,390,0
2010,01542,"Computer (IT) teacher education",17,21,11,0,0,0,21,0
2010,01542,"Computer Sciences",134,188,22,14,0,0,188,0
2010,01542,"Information systems",67,96,10,0,0,0,96,0
2010,01546,"Computer science",39,39,0,39,39,0,39,0
2010,01546,"Computer Sciences",39,39,0,39,39,0,39,0
2010,01552,"Computer Sciences",84,125,21,22,0,0,125,0
2010,01552,"Information systems",84,125,21,22,0,0,125,0
2010,01554,"Computer Sciences",180,234,15,29,0,195,234,0
2010,01554,"Systems analysis and development (technologist)",149,195,15,21,0,195,195,0
2010,01556,"Computer Sciences",339,380,36,67,380,0,380,0
2010,01556,"Information systems",339,380,36,67,380,0,380,0
2010,01557,"Computer science",657,832,115,90,832,0,832,0
2010,01557,"Computer Sciences",1054,1354,148,247,903,0,1354,0
2010,01558,"Computer Sciences",44,54,13,28,0,0,54,0
2010,01559,"Computer Sciences",120,184,30,47,0,0,184,0
2010,01559,"Information systems",94,125,22,18,0,0,125,0
2010,01559,"Systems analysis and development (technologist)",26,59,8,29,0,0,59,0
2010,01567,"Computer Sciences",85,116,13,47,0,0,116,0
2010,01568,"Computer science",59,79,8,17,0,0,79,0
2010,01568,"Computer Sciences",59,79,8,17,0,0,79,0
2010,01569,"Computer engineering",52,70,5,23,0,0,70,0
2010,01569,"Computer Sciences",91,121,7,34,0,0,121,0
2010,01569,"Information systems",91,121,7,34,0,0,121,0
2010,01573,"Computer Sciences",63,94,0,32,94,0,94,0
2010,01575,"Computer Sciences",226,287,57,105,0,0,287,0
2010,01575,"Information systems",173,209,47,61,0,0,209,0
2010,01577,"Computer Sciences",36,56,11,19,0,0,56,0
2010,01578,"Computer Sciences",248,328,14,87,226,130,96,0
2010,01581,"Computer Sciences",103,129,23,60,129,0,129,0
2010,01581,"Information systems",103,129,23,60,129,0,129,0
2010,01583,"Computer Sciences",228,344,26,151,0,344,0,0
2010,01583,"Systems analysis and development (technologist)",110,193,26,1,0,193,0,0
2010,01584,"Computer Sciences",501,569,65,70,0,68,501,0
2010,01584,"Systems analysis and development (technologist)",374,439,65,6,0,0,439,0
2010,01585,"Computer Sciences",53,65,0,50,0,0,65,0
2010,01585,"Information systems",53,65,0,50,0,0,65,0
2010,01586,"Computer Sciences",150,173,44,9,0,0,173,0
2010,01586,"Information systems",150,173,44,9,0,0,173,0
2010,01587,"Computer Sciences",9,13,1,0,0,0,13,0
2010,01591,"Computer Sciences",421,626,59,114,0,0,626,0
2010,01591,"Information systems",178,273,27,46,0,0,273,0
2010,01598,"Computer Sciences",260,379,24,123,0,0,379,0
2010,01598,"Information systems",260,379,24,123,0,0,379,0
2010,01610,"Computer Sciences",90,111,2,21,0,0,111,0
2010,01610,"Information systems",90,111,2,21,0,0,111,0
2010,01612,"Computer Sciences",74,126,9,48,0,0,126,0
2010,01612,"Information systems",74,126,9,48,0,0,126,0
2010,01615,"Computer Sciences",106,123,8,40,0,0,123,0
2010,01615,"Information systems",106,123,8,40,0,0,123,0
2010,01617,"Computer Sciences",167,206,15,68,0,0,206,0
2010,01617,"Information systems",167,206,15,68,0,0,206,0
2010,01621,"Computer Sciences",139,180,13,52,0,0,180,0
2010,01621,"Information systems",139,180,13,52,0,0,180,0
2010,01624,"Computer Sciences",48,71,20,27,0,0,71,0
2010,01630,"Computer Sciences",94,142,4,21,142,0,142,0
2010,01630,"Information systems",94,142,4,21,142,0,142,0
2010,01632,"Computer Sciences",27,27,0,27,27,0,27,0
2010,01639,"Computer Sciences",114,155,49,4,0,0,155,0
2010,01639,"Information systems",114,155,49,4,0,0,155,0
2010,01642,"Computer Sciences",179,220,8,106,220,0,220,0
2010,01642,"Information systems",179,220,8,106,220,0,220,0
2010,01643,"Computer Sciences",172,256,7,83,0,0,256,0
2010,01645,"Computer Sciences",100,109,22,46,109,0,109,0
2010,01645,"Information systems",100,109,22,46,109,0,109,0
2010,01647,"Computer Sciences",64,112,5,25,0,0,112,0
2010,01647,"Systems analysis and development (technologist)",64,112,5,25,0,0,112,0
2010,01653,"Computer Sciences",32,48,0,1,0,0,48,0
2010,01653,"Information systems",32,48,0,1,0,0,48,0
2010,01655,"Computer Sciences",237,283,38,80,0,0,283,0
2010,01655,"Information systems",237,283,38,80,0,0,283,0
2010,01656,"Computer Sciences",0,38,0,0,0,0,38,0
2010,01656,"Systems analysis and development (technologist)",0,38,0,0,0,0,38,0
2010,01657,"Computer Sciences",146,181,27,23,0,0,181,0
2010,01657,"Information systems",146,181,27,23,0,0,181,0
2010,01658,"Computer science",65,77,3,19,0,0,77,0
2010,01658,"Computer Sciences",65,77,3,19,0,0,77,0
2010,01659,"Computer Sciences",92,141,19,46,141,0,141,0
2010,01660,"Computer Sciences",553,947,102,229,422,0,947,0
2010,01660,"Information systems",280,525,60,72,0,0,525,0
2010,01661,"Computer Sciences",149,258,5,106,258,0,0,0
2010,01661,"Information systems",149,258,5,106,258,0,0,0
2010,01665,"Computer Sciences",48,55,9,21,0,0,55,0
2010,01665,"Information systems",48,55,9,21,0,0,55,0
2010,01668,"Computer Sciences",13,80,13,0,0,0,80,0
2010,01668,"Information systems",13,80,13,0,0,0,80,0
2010,01672,"Computer Sciences",306,329,30,62,329,0,329,0
2010,01679,"Computer Sciences",43,56,0,56,0,0,56,0
2010,01680,"Computer Sciences",117,148,12,46,0,0,148,0
2010,01680,"Information systems",117,148,12,46,0,0,148,0
2010,01682,"Computer engineering",34,62,0,27,0,0,62,0
2010,01682,"Computer Sciences",49,114,13,4,0,0,114,0
2010,01682,"Information systems",49,114,13,4,0,0,114,0
2010,01689,"Computer Sciences",27,40,0,17,40,0,40,0
2010,01689,"Information systems",27,40,0,17,40,0,40,0
2010,01692,"Computer Sciences",49,64,5,10,0,0,64,0
2010,01692,"Information systems",49,64,5,10,0,0,64,0
2010,01694,"Computer Sciences",237,317,40,78,0,0,317,0
2010,01694,"Information systems",237,317,40,78,0,0,317,0
2010,01697,"Computer Sciences",68,76,8,21,0,0,76,0
2010,01697,"Information systems",68,76,8,21,0,0,76,0
2010,01702,"Computer (IT) teacher education",131,207,0,8,0,207,207,0
2010,01702,"Computer Sciences",273,501,70,59,0,501,501,0
2010,01702,"Information systems",273,501,70,59,0,501,501,0
2010,01706,"Computer Sciences",59,84,3,31,0,0,84,0
2010,01706,"Information systems",59,84,3,31,0,0,84,0
2010,01708,"Computer science",44,72,20,16,0,0,72,0
2010,01708,"Computer Sciences",324,500,75,143,0,0,500,0
2010,01708,"Information systems",198,319,23,66,0,0,319,0
2010,01710,"Computer Sciences",790,1653,273,156,1401,0,1653,0
2010,01710,"Information systems",672,1401,200,143,1401,0,1401,0
2010,01711,"Computer Sciences",220,308,0,78,308,0,308,0
2010,01711,"Information systems",220,308,0,78,308,0,308,0
2010,01713,"Computer Sciences",74,89,9,37,0,0,89,0
2010,01713,"Information systems",74,89,9,37,0,0,89,0
2010,01715,"Computer Sciences",49,60,21,2,0,0,60,0
2010,01715,"Systems analysis and development (technologist)",49,60,21,2,0,0,60,0
2010,01717,"Computer Sciences",205,258,10,47,0,0,258,0
2010,01717,"Information systems",205,258,10,47,0,0,258,0
